pfalzbahnstrasse;17.09.2020;Donnerstag
badener strasse 61-ende;15.01.2020;Mittwoch
degenfeldstrasse 1-3z;31.03.2020;Dienstag
adlerstrasse 0-12z;15.06.2020;Montag
edelbergstrasse 1-11;14.10.2020;Mittwoch
christofstrasse 0-ende;29.01.2020;Mittwoch
feldbergstrasse 11-11z;03.11.2020;Dienstag
gebhardstrasse 1-23z;06.05.2020;Mittwoch
badener strasse 0-12z;15.01.2020;Mittwoch
im jagdgrund 25-69z;21.09.2020;Montag
degenfeldstrasse 5-9z;31.03.2020;Dienstag
adlerstrasse 14-48z;15.06.2020;Montag
clara-immerwahr-haber-platz;08.04.2020;Mittwoch
edelbergstrasse 11a-ende;14.10.2020;Mittwoch
feldbergstrasse 13-ende;03.11.2020;Dienstag
zietenstrasse;01.09.2020;Dienstag
hans-sachs-strasse;12.08.2020;Mittwoch
neubruchstrasse 0-ende;06.10.2020;Dienstag
degenfeldstrasse 11-ende;31.03.2020;Dienstag
adlerstrasse 51-ende;15.06.2020;Montag
edelbergstrasse 0-6;14.10.2020;Mittwoch
curjel-und-moser-strasse;07.09.2020;Montag
waldstrasse 1-1z;05.06.2020;Freitag
tiengener strasse;06.02.2020;Donnerstag
badener strasse 14;15.01.2020;Mittwoch
degenfeldstrasse 0-ende;31.03.2020;Dienstag
feldbergstrasse 0-8z;03.11.2020;Dienstag
edelbergstrasse 6a-8;14.10.2020;Mittwoch
adlerstrasse 50-ende;15.06.2020;Montag
badener strasse 14a-54z;15.01.2020;Mittwoch
gebhardstrasse 25-27z;06.05.2020;Mittwoch
dekan-hofheinz-strasse;03.06.2020;Mittwoch
edelbergstrasse 8a-10z;14.10.2020;Mittwoch
kaiserstrasse 3;06.04.2020;Montag
agathenstrasse 1-15z;28.09.2020;Montag
badener strasse 56-112z;15.01.2020;Mittwoch
josef-kraus-strasse;10.02.2020;Montag
langbuehl;07.09.2020;Montag
maria-matheis-strasse;05.11.2020;Donnerstag
rebgaertenstrasse;08.06.2020;Montag
edelbergstrasse 12-ende;14.10.2020;Mittwoch
delawarestrasse;29.06.2020;Montag
agathenstrasse 17-27z;28.09.2020;Montag
badener strasse 114-116z;15.01.2020;Mittwoch
pfalzstrasse 1-5z;23.09.2020;Mittwoch
vorholzstrasse 1-11z;12.05.2020;Dienstag
dessauer strasse;26.02.2020;Mittwoch
scheffelstrasse 46-ende;10.08.2020;Montag
agathenstrasse 29-ende;28.09.2020;Montag
edelmaenne;02.06.2020;Dienstag
badener strasse 118-ende;15.01.2020;Mittwoch
im jagdgrund 71-ende;21.09.2020;Montag
oppelner strasse;28.02.2020;Freitag
agathenstrasse 0-28z;28.09.2020;Montag
zikadenweg;30.09.2020;Mittwoch
feldbergstrasse 10-ende;03.11.2020;Dienstag
badeniaplatz;26.10.2020;Montag
neubruchweg;06.05.2020;Mittwoch
agathenstrasse 30-ende;28.09.2020;Montag
badenwerkstrasse am festplatz;14.05.2020;Donnerstag
gebhardstrasse 0-42z;06.05.2020;Mittwoch
ahaweg;19.06.2020;Freitag
baederstrasse 1-3z;31.01.2020;Freitag
josef-schmitt-strasse;20.08.2020;Donnerstag
kaiserstrasse 3a-47z;06.04.2020;Montag
waldstrasse 3;05.06.2020;Freitag
edelsheimstrasse;17.03.2020;Dienstag
ahornweg;16.10.2020;Freitag
hans-thoma-strasse 1-3z;05.06.2020;Freitag
baederstrasse 5-ende;31.01.2020;Freitag
devrientstrasse;07.07.2020;Dienstag
akademiestrasse 1-5z;05.06.2020;Freitag
feldblumenweg;30.09.2020;Mittwoch
baederstrasse 0-6z;31.01.2020;Freitag
maria-terwiel-strasse;26.10.2020;Montag
pfalzstrasse 7-ende;23.09.2020;Mittwoch
akademiestrasse 7-7z;05.06.2020;Freitag
baederstrasse 8-ende;31.01.2020;Freitag
ortelsburger strasse;12.02.2020;Mittwoch
akademiestrasse 9;05.06.2020;Freitag
lange strasse 1-67z;11.11.2020;Mittwoch
vorholzstrasse 13-ende;12.05.2020;Dienstag
neubrunnenstrasse;03.03.2020;Dienstag
im jagdgrund 0-ende;21.09.2020;Montag
rechts der alb 0~29z;05.11.2020;Donnerstag
scheibenbergstrasse;14.10.2020;Mittwoch
bahnhofplatz 1-ende;04.05.2020;Montag
akademiestrasse 9a-41z;05.06.2020;Freitag
zimmerstrasse 1;31.03.2020;Dienstag
gebhardstrasse 29-33z;06.05.2020;Mittwoch
bahnhofplatz 0-2z;04.05.2020;Montag
akademiestrasse 43-53z;05.06.2020;Freitag
bahnhofplatz 4-4z;04.05.2020;Montag
edgar-heller-strasse;23.01.2020;Donnerstag
akademiestrasse 55-ende;05.06.2020;Freitag
josef-schofer-strasse;20.08.2020;Donnerstag
feldstrasse;01.09.2020;Dienstag
hans-thoma-strasse 5-5z;05.06.2020;Freitag
kaiserstrasse 49;06.04.2020;Montag
pfalzstrasse 0-4z;23.09.2020;Mittwoch
bahnhofplatz 6-12z;04.05.2020;Montag
marie-alexandra-strasse 1-ende;06.05.2020;Mittwoch
tilsiter strasse;28.02.2020;Freitag
waldstrasse 3a-39z;05.06.2020;Freitag
akademiestrasse 0-24z;05.06.2020;Freitag
diakonissenstrasse;17.11.2020;Dienstag
bahnhofplatz 14-ende;04.05.2020;Montag
akademiestrasse 26;05.06.2020;Freitag
ortenaustrasse;17.11.2020;Dienstag
bahnhofstrasse 1-ende;04.05.2020;Montag
lange strasse 69-69z;11.11.2020;Mittwoch
akademiestrasse 26a-36z;05.06.2020;Freitag
im jaeger;02.06.2020;Dienstag
bahnhofstrasse 0-16;04.05.2020;Montag
vorholzstrasse 0-18z;12.05.2020;Dienstag
akademiestrasse 38-38z;05.06.2020;Freitag
neuburger strasse;28.09.2020;Montag
gebhardstrasse 35-ende;06.05.2020;Mittwoch
zimmerstrasse 1a-ende;31.03.2020;Dienstag
bahnhofstrasse 16a-ende;04.05.2020;Montag
rechts der alb 30~ende;05.11.2020;Donnerstag
akademiestrasse 40;05.06.2020;Freitag
baischstrasse;03.06.2020;Mittwoch
waldstrasse 41-55z;05.06.2020;Freitag
marie-alexandra-strasse 0-0z;06.05.2020;Mittwoch
pfalzstrasse 6-ende;23.09.2020;Mittwoch
hans-thoma-strasse 7-11z;05.06.2020;Freitag
joseph-von-eichendorff-strasse;23.11.2020;Montag
tiroler strasse;27.01.2020;Montag
dieselstrasse;23.01.2020;Donnerstag
felix-mottl-strasse;09.07.2020;Donnerstag
kaiserstrasse 49a-65z;06.04.2020;Montag
balinger strasse;04.06.2020;Donnerstag
edgar-von-gierke-strasse;12.08.2020;Mittwoch
lange strasse 71-ende;11.11.2020;Mittwoch
ortenbergstrasse;20.10.2020;Dienstag
akademiestrasse 40a-42z;05.06.2020;Freitag
gebhardstrasse 44-44z;06.05.2020;Mittwoch
im kennental;13.01.2020;Montag
rechts der langen richtstatt 1-1y;27.11.2020;Freitag
vorholzstrasse 20-48z;12.05.2020;Dienstag
waldstrasse 57-57a;05.06.2020;Freitag
scheibenhardter weg 19-ende;09.11.2020;Montag
neue-anlage-strasse;30.10.2020;Freitag
zimmerstrasse 0-ende;31.03.2020;Dienstag
dietrichstrasse;17.01.2020;Freitag
edith-stein-strasse;26.10.2020;Montag
felsstrasse;16.10.2020;Freitag
marie-alexandra-strasse 2-6;06.05.2020;Mittwoch
kaiserstrasse 67-67z;06.04.2020;Montag
bankhof;09.06.2020;Dienstag
julius-bender-strasse;05.03.2020;Donnerstag
hans-thoma-strasse 13-13z;05.06.2020;Freitag
pfannkuchstrasse;06.10.2020;Dienstag
lange strasse 0-78z;11.11.2020;Mittwoch
akademiestrasse 44-ende;05.06.2020;Freitag
gebhardstrasse 46;06.05.2020;Mittwoch
tivoliplatz;15.04.2020;Mittwoch
rechts der langen richtstatt 1z;27.11.2020;Freitag
im kleinen bruch;01.12.2020;Dienstag
ortsstrasse;08.06.2020;Montag
dobelstrasse;04.06.2020;Donnerstag
vorholzstrasse 50;12.05.2020;Dienstag
scheibenhardter weg 0-ende;09.11.2020;Montag
zipser strasse;23.01.2020;Donnerstag
waldstrasse 57b-59z;05.06.2020;Freitag
neuenbuerger strasse;04.06.2020;Donnerstag
eduard-moerike-strasse;23.11.2020;Montag
ferdinand-keller-strasse;03.09.2020;Donnerstag
ossietzkystrasse;06.05.2020;Mittwoch
hans-thoma-strasse 15-ende;05.06.2020;Freitag
marie-alexandra-strasse 6a-ende;06.05.2020;Mittwoch
im kloth;09.06.2020;Dienstag
julius-bergmann-strasse;03.09.2020;Donnerstag
pfarrer-blink-strasse;10.02.2020;Montag
gebhardstrasse 46a-ende;06.05.2020;Mittwoch
zirbenweg;11.12.2020;Freitag
rechts der langen richtstatt 3-ende;27.11.2020;Freitag
lange strasse 80-ende;11.11.2020;Mittwoch
scheibenhardter weg 1-17z;09.11.2020;Montag
toepferweg;04.02.2020;Dienstag
bannwaldallee 1-ende;30.10.2020;Freitag
akazienstrasse;16.10.2020;Freitag
dollmaetschstrasse;19.03.2020;Donnerstag
kaiserstrasse 69;06.04.2020;Montag
vorholzstrasse 50a-56z;12.05.2020;Dienstag
waldstrasse 61;05.06.2020;Freitag
neuensteinstrasse;06.02.2020;Donnerstag
festplatz;25.05.2020;Montag
ostendorfplatz;13.11.2020;Freitag
eduard-von-simson-strasse;11.12.2020;Freitag
im krautgarten;10.02.2020;Montag
julius-hirsch-strasse;28.08.2020;Freitag
marie-baum-strasse;08.04.2020;Mittwoch
gebrueder-bachert-strasse;28.10.2020;Mittwoch
hans-thoma-strasse 0-2z;05.06.2020;Freitag
pfarrer-graebener-strasse;07.12.2020;Montag
vorholzstrasse 58;12.05.2020;Dienstag
bannwaldallee 0-40z;30.10.2020;Freitag
zirkel;15.06.2020;Montag
toepperstrasse;19.03.2020;Donnerstag
kaiserstrasse 69a-95z;06.04.2020;Montag
alberichstrasse;09.07.2020;Donnerstag
langeckweg 1-7z;14.10.2020;Mittwoch
rechts der langen richtstatt 0-ende;27.11.2020;Freitag
schenkenburgstrasse;20.10.2020;Dienstag
waldstrasse 61a-63;05.06.2020;Freitag
donaulandstrasse;04.06.2020;Donnerstag
neuer weg;05.06.2020;Freitag
fettweisstrasse;17.09.2020;Donnerstag
vorholzstrasse 58a-ende;12.05.2020;Dienstag
im langbruch;01.12.2020;Dienstag
ostendorfstrasse;13.11.2020;Freitag
efeustrasse;08.06.2020;Montag
julius-leber-platz;22.10.2020;Donnerstag
marie-curie-strasse;12.02.2020;Mittwoch
hans-thoma-strasse 4;05.06.2020;Freitag
gebrueder-grimm-strasse;17.11.2020;Dienstag
pfarrer-loew-strasse;15.06.2020;Montag
zirkelhof;15.06.2020;Montag
bannwaldallee 42-48z;30.10.2020;Freitag
torwiesenstrasse;03.06.2020;Mittwoch
redtenbacherstrasse;14.05.2020;Donnerstag
waldstrasse 63a-67z;05.06.2020;Freitag
feuerdornweg;25.11.2020;Mittwoch
schenkendorfstrasse;17.11.2020;Dienstag
neuer zirkel;17.06.2020;Mittwoch
albert-braun-strasse;20.10.2020;Dienstag
langeckweg 9-11z;14.10.2020;Mittwoch
donauschwabenstrasse;11.12.2020;Freitag
kaiserstrasse 97-113z;06.04.2020;Montag
im lanzinger;02.06.2020;Dienstag
marie-juchacz-strasse;08.04.2020;Mittwoch
jung-stilling-strasse;13.01.2020;Montag
gebrueder-himmelheber-strasse;28.10.2020;Mittwoch
egelseestrasse;07.01.2020;Dienstag
hans-thoma-strasse 4a-ende;05.06.2020;Freitag
pfarrstrasse;21.09.2020;Montag
zollstrasse;28.09.2020;Montag
ostendstrasse 1-11z;31.03.2020;Dienstag
trainstrasse;06.02.2020;Donnerstag
bannwaldallee 50-60z;30.10.2020;Freitag
donaustrasse;03.11.2020;Dienstag
scherrstrasse;08.04.2020;Mittwoch
kaiserstrasse 115-115z;06.04.2020;Montag
marie-luise-kaschnitz-strasse;23.11.2020;Montag
im loehl;04.06.2020;Donnerstag
langeckweg 13-ende;14.10.2020;Mittwoch
junge haelden;02.06.2020;Dienstag
geibelstrasse;15.07.2020;Mittwoch
neufeldstrasse 1-53z;11.09.2020;Freitag
fichtenweg;11.12.2020;Freitag
rehbergweg;14.08.2020;Freitag
waldstrasse 69-ende;05.06.2020;Freitag
albert-einstein-strasse;15.01.2020;Mittwoch
donnersbergweg;14.08.2020;Freitag
bannwaldallee 62-ende;30.10.2020;Freitag
hans-von-dohnanyi-strasse;11.12.2020;Freitag
egerlandstrasse;04.06.2020;Donnerstag
zum bergle;08.06.2020;Montag
pfauenstrasse;19.11.2020;Donnerstag
ostendstrasse 13-ende;31.03.2020;Dienstag
kaiserstrasse 117-121z;06.04.2020;Montag
traminerstrasse;08.06.2020;Montag
schifferstrasse;28.09.2020;Montag
im mehl;02.06.2020;Dienstag
langeckweg 0-ende;14.10.2020;Mittwoch
rehbuckel;05.06.2020;Freitag
neufeldstrasse 55-ende;11.09.2020;Freitag
fichtestrasse;19.06.2020;Freitag
waldstrasse 0-18z;05.06.2020;Freitag
albert-nestler-strasse;11.03.2020;Mittwoch
geigersbergstrasse;13.01.2020;Montag
junker-und-ruh-strasse;16.10.2020;Freitag
dornroeschenweg;30.09.2020;Mittwoch
marienstrasse 1-41z;29.04.2020;Mittwoch
im mittelfeld;28.10.2020;Mittwoch
schillerstrasse;10.08.2020;Montag
hansastrasse;17.09.2020;Donnerstag
ostendstrasse 0-ende;31.03.2020;Dienstag
zum heidenfeld;09.06.2020;Dienstag
treitschkestrasse;17.04.2020;Freitag
kaiserstrasse 123;06.04.2020;Montag
barbarossaplatz 1-ende;29.05.2020;Freitag
langenackerstrasse;23.09.2020;Mittwoch
neufeldstrasse 0-88z;11.09.2020;Freitag
pfefferaeckerstrasse;08.06.2020;Montag
eggensteiner allee 1-ende;19.03.2020;Donnerstag
reichardtstrasse;09.01.2020;Donnerstag
waldstrasse 20;05.06.2020;Freitag
junkersstrasse;05.03.2020;Donnerstag
geissenrainweg;23.01.2020;Donnerstag
dornwaldstrasse;10.02.2020;Montag
fiduciastrasse;23.01.2020;Donnerstag
marienstrasse 43-43z;29.04.2020;Mittwoch
albert-schneller-weg;04.06.2020;Donnerstag
schilling-von-canstatt-strasse;05.06.2020;Freitag
haenselweg;17.11.2020;Dienstag
im neubruch;09.06.2020;Dienstag
osteroder strasse;12.02.2020;Mittwoch
kaiserstrasse 123a-127;06.04.2020;Montag
trierer strasse 1-ende;20.08.2020;Donnerstag
pfeilerweg;04.06.2020;Donnerstag
zum sportzentrum;08.06.2020;Montag
barbarossaplatz 0-4z;29.05.2020;Freitag
reichenbachstrasse 1-21z;17.01.2020;Freitag
neufeldstrasse 90-ende;11.09.2020;Freitag
dorotheastrasse;17.04.2020;Freitag
eggensteiner allee 0-0z;19.03.2020;Donnerstag
waldstrasse 20a-28z;05.06.2020;Freitag
gellertstrasse 1-29z;29.07.2020;Mittwoch
fiesslerweg;03.06.2020;Mittwoch
schindweg;17.01.2020;Freitag
marienstrasse 45-105z;29.04.2020;Mittwoch
hansjakobstrasse;17.03.2020;Dienstag
albert-schweitzer-strasse;12.02.2020;Mittwoch
im obern dechantsberg gewann;13.01.2020;Montag
oestliche rheinbrueckenstrasse 1-25z;09.09.2020;Mittwoch
pfinzstrasse 1-21z;04.02.2020;Dienstag
kaiserstrasse 127a-131z;06.04.2020;Montag
neugaertenweg;21.09.2020;Montag
doerrenbacher strasse;26.08.2020;Mittwoch
eggensteiner allee 2-2z;19.03.2020;Donnerstag
trierer strasse 0-0z;20.08.2020;Donnerstag
barbarossaplatz 6-ende;29.05.2020;Freitag
zum wald;04.06.2020;Donnerstag
reichenbachstrasse 23-ende;17.01.2020;Freitag
waldstrasse 30-32;05.06.2020;Freitag
laerchenweg;11.12.2020;Freitag
fikentscherstrasse;03.06.2020;Mittwoch
schinnrainstrasse 1;29.01.2020;Mittwoch
gellertstrasse 0-32z;29.07.2020;Mittwoch
oestliche rheinbrueckenstrasse 27-37z;09.09.2020;Mittwoch
im oberviertel;03.06.2020;Mittwoch
hardeckstrasse 1-ende;14.10.2020;Mittwoch
marienstrasse 107-ende;29.04.2020;Mittwoch
albhaeusleweg;15.09.2020;Dienstag
pfinzstrasse 23;04.02.2020;Dienstag
eggensteiner allee 4-ende;19.03.2020;Donnerstag
kaiserstrasse 133-133z;06.04.2020;Montag
neugrabenstrasse;01.09.2020;Dienstag
reichenbachstrasse 0-28z;17.01.2020;Freitag
finkenschlagweg;09.03.2020;Montag
waldstrasse 32a-36z;05.06.2020;Freitag
schinnrainstrasse 1a-ende;29.01.2020;Mittwoch
baerenweg 1-17z;27.11.2020;Freitag
lassallestrasse;03.09.2020;Donnerstag
trierer strasse 2;20.08.2020;Donnerstag
pfinzstrasse 23a-ende;04.02.2020;Dienstag
gellertstrasse 31-37z;29.07.2020;Mittwoch
zunftstrasse;04.02.2020;Dienstag
douglasstrasse 1-9z;05.06.2020;Freitag
albrecht-altdorfer-weg;27.11.2020;Freitag
marienstrasse 0-42z;29.04.2020;Mittwoch
im rennich;13.01.2020;Montag
oestliche rheinbrueckenstrasse 39-39z;09.09.2020;Mittwoch
hardeckstrasse 0-2;14.10.2020;Mittwoch
reichenbachstrasse 30-ende;17.01.2020;Freitag
eggensteiner strasse 1-15z;09.09.2020;Mittwoch
kaiserstrasse 135-139z;06.04.2020;Montag
neuheckstrasse;03.03.2020;Dienstag
schinnrainstrasse 0-ende;29.01.2020;Mittwoch
finkenweg;07.12.2020;Montag
waldstrasse 38-38z;05.06.2020;Freitag
gellertstrasse 39-ende;29.07.2020;Mittwoch
laubenweg;01.09.2020;Dienstag
baerenweg 19-19z;27.11.2020;Freitag
trierer strasse 2a-ende;20.08.2020;Donnerstag
pfinzstrasse 0-8z;04.02.2020;Dienstag
marienstrasse 44-96z;29.04.2020;Mittwoch
douglasstrasse 11-13;05.06.2020;Freitag
hardeckstrasse 2a-ende;14.10.2020;Mittwoch
albring;02.10.2020;Freitag
zur allmend;17.09.2020;Donnerstag
oestliche rheinbrueckenstrasse 41-ende;09.09.2020;Mittwoch
eggensteiner strasse 17-ende;09.09.2020;Mittwoch
kaiserstrasse 0-8z;06.04.2020;Montag
im rodel;04.06.2020;Donnerstag
neureuter hauptstrasse 1-63z;01.12.2020;Dienstag
reickertstrasse;04.06.2020;Donnerstag
finterstrasse;27.04.2020;Montag
waldstrasse 40-40z;05.06.2020;Freitag
douglasstrasse 13a-ende;05.06.2020;Freitag
marienstrasse 98;29.04.2020;Mittwoch
trifelsstrasse;09.09.2020;Mittwoch
schirmerstrasse;19.06.2020;Freitag
baerenweg 21-31z;27.11.2020;Freitag
gellertstrasse 34-40z;29.07.2020;Mittwoch
pfinzstrasse 10-16z;04.02.2020;Dienstag
oestliche rheinbrueckenstrasse 0-26z;09.09.2020;Mittwoch
hardenburgweg;24.08.2020;Montag
zur dorfwies;04.06.2020;Donnerstag
laubplatz;03.06.2020;Mittwoch
reihenstrasse;05.06.2020;Freitag
neureuter hauptstrasse 65-143z;01.12.2020;Dienstag
albtalstrasse 1-ende;08.05.2020;Freitag
eggensteiner strasse 0-28;09.09.2020;Mittwoch
fischerstrasse;13.11.2020;Freitag
im rosengaertle 1-19;13.01.2020;Montag
waldstrasse 42-48z;05.06.2020;Freitag
kaiserstrasse 10-12z;06.04.2020;Montag
marienstrasse 98a-ende;29.04.2020;Mittwoch
schlachthausstrasse;23.03.2020;Montag
oestliche rheinbrueckenstrasse 28-38z;09.09.2020;Mittwoch
tristanstrasse;09.07.2020;Donnerstag
douglasstrasse 0-8z;05.06.2020;Freitag
baerenweg 33;27.11.2020;Freitag
pfinzstrasse 18-90z;04.02.2020;Dienstag
zur giesserei;31.01.2020;Freitag
gellertstrasse 42-ende;29.07.2020;Mittwoch
laubstrasse;21.09.2020;Montag
hardtstrasse 1-13z;21.07.2020;Dienstag
albtalstrasse 0-10z;08.05.2020;Freitag
neureuter hauptstrasse 145-ende;01.12.2020;Dienstag
eggensteiner strasse 28a-28z;09.09.2020;Mittwoch
im rosengaertle 19a-ende;13.01.2020;Montag
markgrafenstrasse 1-29z;27.05.2020;Mittwoch
fischreiherstrasse;15.09.2020;Dienstag
kaiserstrasse 14-16;06.04.2020;Montag
waldstrasse 50;05.06.2020;Freitag
schlagfeldweg;02.10.2020;Freitag
oestliche rheinbrueckenstrasse 40-48z;09.09.2020;Mittwoch
pfinzstrasse 92-92z;04.02.2020;Dienstag
douglasstrasse 10-20z;05.06.2020;Freitag
trollingerstrasse;08.06.2020;Montag
baerenweg 33a-ende;27.11.2020;Freitag
georg-buechner-strasse;07.12.2020;Montag
hardtstrasse 15-43z;21.07.2020;Dienstag
reinhold-frank-strasse 0-46z;09.06.2020;Dienstag
albtalstrasse 12-ende;08.05.2020;Freitag
zur schmalzwies;04.06.2020;Donnerstag
lauenburger strasse;20.02.2020;Donnerstag
neureuter hauptstrasse 0-2;01.12.2020;Dienstag
markgrafenstrasse 31-41z;27.05.2020;Mittwoch
kaiserstrasse 16a-24z;06.04.2020;Montag
im rosengaertle 0-0z;13.01.2020;Montag
oestliche rheinbrueckenstrasse 50-ende;09.09.2020;Mittwoch
eggensteiner strasse 30-72z;09.09.2020;Mittwoch
waldstrasse 50a-52z;05.06.2020;Freitag
fliederplatz;15.07.2020;Mittwoch
douglasstrasse 22-22z;05.06.2020;Freitag
schlaucherplatz;21.09.2020;Montag
pfinzstrasse 94-94z;04.02.2020;Dienstag
tuebinger strasse;04.06.2020;Donnerstag
hardtstrasse 45-59z;21.07.2020;Dienstag
laurentiusstrasse;30.10.2020;Freitag
neureuter hauptstrasse 2a-78z;01.12.2020;Dienstag
zur seeplatte;04.06.2020;Donnerstag
reinhold-frank-strasse 48-ende;09.06.2020;Dienstag
alemannenstrasse;08.05.2020;Freitag
baerenweg 0-22z;27.11.2020;Freitag
georg-friedrich-strasse 1-17z;25.03.2020;Mittwoch
pfinzstrasse 96-96z;04.02.2020;Dienstag
eggensteiner strasse 74-ende;09.09.2020;Mittwoch
schlehenweg;25.11.2020;Mittwoch
kaiserstrasse 26-26z;06.04.2020;Montag
markgrafenstrasse 43-ende;27.05.2020;Mittwoch
tullastrasse 1-47z;23.03.2020;Montag
douglasstrasse 24-26z;05.06.2020;Freitag
ostmarkstrasse 1-13z;27.01.2020;Montag
im rosengaertle 2-24;13.01.2020;Montag
fliederstrasse;15.07.2020;Mittwoch
waldstrasse 54-54z;05.06.2020;Freitag
alfons-fischer-allee;01.07.2020;Mittwoch
hardtstrasse 61-ende;21.07.2020;Dienstag
allensteiner strasse;28.02.2020;Freitag
reinhold-frank-strasse 1-61z;09.06.2020;Dienstag
allmendstrasse;19.11.2020;Donnerstag
baerenweg 24-28z;27.11.2020;Freitag
zur ziegelhuette;04.06.2020;Donnerstag
alte bahnlinie;25.11.2020;Mittwoch
georg-friedrich-strasse 19-ende;25.03.2020;Mittwoch
neureuter hauptstrasse 80-156z;01.12.2020;Dienstag
alte friedrichstrasse 1-39z;03.12.2020;Donnerstag
lauschiger weg;17.11.2020;Dienstag
markgrafenstrasse 0-50z;27.05.2020;Mittwoch
alte friedrichstrasse 41-125z;03.12.2020;Donnerstag
alte friedrichstrasse 127-129;03.12.2020;Donnerstag
alte friedrichstrasse 129a-ende;03.12.2020;Donnerstag
im rosengaertle 24a-ende;13.01.2020;Montag
pfinzstrasse 98-118z;04.02.2020;Dienstag
douglasstrasse 28-30;05.06.2020;Freitag
floridastrasse;29.06.2020;Montag
alte friedrichstrasse 0-44z;03.12.2020;Donnerstag
schlesier strasse 1-39z;23.01.2020;Donnerstag
kaiserstrasse 28;06.04.2020;Montag
ostmarkstrasse 15-69z;27.01.2020;Montag
egon-eiermann-allee;07.09.2020;Montag
alte friedrichstrasse 46-118z;03.12.2020;Donnerstag
tullastrasse 49-49z;23.03.2020;Montag
waldstrasse 56-ende;05.06.2020;Freitag
hardtstrasse 0-34z;21.07.2020;Dienstag
alte friedrichstrasse 120-ende;03.12.2020;Donnerstag
alte karlsruher strasse;10.02.2020;Montag
reinhold-frank-strasse 63-65z;09.06.2020;Dienstag
alte kreisstrasse;25.11.2020;Mittwoch
alte palmbacher strasse;09.06.2020;Dienstag
markgrafenstrasse 52-ende;27.05.2020;Mittwoch
alte weingartener strasse 1-29z;06.02.2020;Donnerstag
zweibrueckener strasse;05.06.2020;Freitag
neureuter hauptstrasse 158-ende;01.12.2020;Dienstag
georg-friedrich-strasse 0-ende;25.03.2020;Mittwoch
baerenweg 30-ende;27.11.2020;Freitag
alte weingartener strasse 31-39;06.02.2020;Donnerstag
lauterbergstrasse;17.04.2020;Freitag
alte weingartener strasse 39a-47z;06.02.2020;Donnerstag
alte weingartener strasse 49-49z;06.02.2020;Donnerstag
flughafenstrasse;25.11.2020;Mittwoch
im saeuterich 1-5z;23.01.2020;Donnerstag
pfinzstrasse 120-ende;04.02.2020;Dienstag
tullastrasse 51-53;23.03.2020;Montag
alte weingartener strasse 51-ende;06.02.2020;Donnerstag
douglasstrasse 30a-ende;05.06.2020;Freitag
alte weingartener strasse 0-36z;06.02.2020;Donnerstag
alte weingartener strasse 38-52;06.02.2020;Donnerstag
ehlersstrasse;20.08.2020;Donnerstag
ostmarkstrasse 71-ende;27.01.2020;Montag
kaiserstrasse 28a-34z;06.04.2020;Montag
alte weingartener strasse 52a-72z;06.02.2020;Donnerstag
walther-bothe-strasse;15.01.2020;Mittwoch
schlesier strasse 41-41z;23.01.2020;Donnerstag
reinhold-frank-strasse 67-69z;09.06.2020;Dienstag
hardtstrasse 36-60z;21.07.2020;Dienstag
alte weingartener strasse 74-ende;06.02.2020;Donnerstag
marktstrasse;21.07.2020;Dienstag
alter brauhof;25.05.2020;Montag
lauterburger strasse;11.09.2020;Freitag
alter graben;17.01.2020;Freitag
alter postweg;25.11.2020;Mittwoch
basler-tor-strasse 1-7z;31.01.2020;Freitag
zwergenweg;17.11.2020;Dienstag
georg-scholz-strasse;03.06.2020;Mittwoch
alter schlachthof;23.03.2020;Montag
dragonerstrasse;07.07.2020;Dienstag
foehrenweg;11.12.2020;Freitag
alter weinberg;05.06.2020;Freitag
pfinztalstrasse 1-11z;31.01.2020;Freitag
neureuter querallee;09.12.2020;Mittwoch
altfeldstrasse;06.10.2020;Dienstag
tullastrasse 53a-69z;23.03.2020;Montag
im saeuterich 7-ende;23.01.2020;Donnerstag
am alten bahnhof 1-19z;07.12.2020;Montag
ehrmannstrasse;12.08.2020;Mittwoch
am alten bahnhof 21-ende;07.12.2020;Montag
am alten bahnhof 0-20z;07.12.2020;Montag
walther-rathenau-platz;20.08.2020;Donnerstag
am alten bahnhof 22-ende;07.12.2020;Montag
reinhold-frank-strasse 71-ende;09.06.2020;Dienstag
ostmarkstrasse 0-2z;27.01.2020;Montag
am anger;30.09.2020;Mittwoch
schlesier strasse 43-49z;23.01.2020;Donnerstag
lavendelweg;25.11.2020;Mittwoch
hardtstrasse 62-ende;21.07.2020;Dienstag
am bachkanal;01.12.2020;Dienstag
markusstrasse;30.10.2020;Freitag
kaiserstrasse 36-36a;06.04.2020;Montag
am badenwerk;23.03.2020;Montag
basler-tor-strasse 9-65z;31.01.2020;Freitag
geranienstrasse;29.07.2020;Mittwoch
zwickauer strasse;26.02.2020;Mittwoch
draisstrasse;29.07.2020;Mittwoch
am baufeld;25.11.2020;Mittwoch
eibenweg;11.12.2020;Freitag
neureuter strasse;26.08.2020;Mittwoch
forchheimer strasse 1-ende;06.10.2020;Dienstag
am berg;04.06.2020;Donnerstag
im saeuterich 0-6z;23.01.2020;Donnerstag
tullastrasse 71-ende;23.03.2020;Montag
pfinztalstrasse 13;31.01.2020;Freitag
am brurain;09.09.2020;Mittwoch
am burgweg;09.01.2020;Donnerstag
am dechantsberg;13.01.2020;Montag
am eichelgarten;13.11.2020;Freitag
am entenfang 1-1a;21.07.2020;Dienstag
